CaseID,ActivityID,CompleteTimestamp,context
72,6,2/14/2011 20:48,9
73,1,7/31/2012 19:01,7
73,6,7/31/2012 19:02,7
74,6,2/10/2012 20:42,4
75,1,3/12/2010 0:15,4
75,1,4/23/2010 15:44,4
75,8,4/23/2010 15:44,4
75,6,4/23/2010 15:45,4
76,1,1/11/2012 0:01,6
76,6,1/11/2012 0:58,6
78,1,11/8/2011 18:18,2
78,8,11/8/2011 18:22,2
78,6,12/6/2011 1:33,2
80,1,8/2/2012 17:22,9
80,8,8/3/2012 20:12,9
80,6,8/10/2012 18:13,9
81,1,2/9/2010 17:31,1
81,8,2/9/2010 17:35,1
81,9,2/9/2010 17:35,1
81,9,2/9/2010 17:36,1
81,8,2/19/2010 17:31,1
81,6,2/19/2010 17:32,1
84,1,12/10/2010 18:15,3
84,8,12/10/2010 18:16,3
84,6,12/10/2010 18:16,3
85,1,2/25/2011 2:01,2
85,8,2/25/2011 2:03,2
85,6,3/4/2011 19:02,2
86,1,6/13/2012 0:12,3
86,8,6/15/2012 15:27,3
86,9,6/15/2012 18:00,3
86,6,6/18/2012 17:42,3
87,1,11/14/2011 23:35,1
87,8,11/18/2011 1:58,1
87,9,11/18/2011 1:59,1
87,6,11/25/2011 18:30,1
87,8,11/28/2011 22:50,1
87,9,11/28/2011 22:59,1
87,6,12/7/2011 22:41,1
88,1,9/24/2010 15:57,6
88,1,9/24/2010 21:43,6
88,9,9/24/2010 21:44,6
88,8,10/4/2010 18:48,6
88,6,10/4/2010 18:49,6
90,1,3/16/2010 16:59,1
90,8,3/17/2010 18:02,1
90,6,3/17/2010 18:49,1
91,1,5/24/2011 20:51,8
91,8,5/24/2011 20:52,8
91,6,5/24/2011 21:36,8
92,1,3/9/2010 19:09,8
92,8,3/9/2010 19:09,8
92,6,3/18/2010 18:27,8
93,1,7/25/2012 15:02,8
93,8,7/30/2012 17:39,8
93,6,8/2/2012 23:14,8
94,1,2/8/2012 17:33,1
94,8,2/8/2012 17:34,1
94,6,2/8/2012 17:34,1
95,1,9/26/2011 18:27,9
95,8,9/29/2011 21:54,9
95,6,9/30/2011 17:09,9
96,1,2/28/2012 1:31,2
96,8,2/28/2012 17:52,2
96,6,2/29/2012 17:25,2
96,6,2/29/2012 17:25,2
98,1,7/5/2012 20:16,1
98,8,7/5/2012 20:20,1
98,6,7/9/2012 21:21,1
99,1,5/11/2011 18:16,4
99,8,5/11/2011 18:17,4
99,6,5/16/2011 16:33,4
101,3,6/18/2010 21:47,1
101,1,6/18/2010 22:18,1
101,8,6/29/2010 15:35,1
101,6,6/29/2010 16:33,1
102,1,1/30/2012 18:09,6
102,8,1/30/2012 18:09,6
102,6,1/31/2012 17:12,6
103,1,6/7/2010 15:30,1
103,1,6/7/2010 15:49,1
103,8,6/7/2010 23:16,1
103,9,6/8/2010 18:37,1
103,8,6/9/2010 15:18,1
103,2,6/9/2010 15:18,1
103,6,6/16/2010 17:23,1
104,1,1/27/2011 17:34,6
104,8,1/27/2011 18:32,6
104,6,1/27/2011 18:34,6
108,1,1/12/2011 20:28,5
108,8,1/24/2011 18:21,5
108,6,1/26/2011 17:12,5
109,1,9/24/2010 23:35,5
109,8,9/27/2010 17:11,5
109,9,9/28/2010 16:31,5
109,8,11/8/2010 18:33,5
109,6,11/8/2010 18:33,5
110,1,12/16/2010 18:33,7
110,8,12/16/2010 18:40,7
110,6,12/17/2010 0:52,7
111,1,6/29/2010 22:00,8
111,8,6/29/2010 23:16,8
111,6,6/30/2010 16:05,8
111,8,6/30/2010 22:19,8
111,9,7/1/2010 17:00,8
111,8,7/2/2010 22:07,8
111,6,7/2/2010 22:08,8
112,1,10/6/2011 15:50,1
112,8,10/7/2011 22:03,1
112,6,10/14/2011 22:44,1
113,3,5/6/2010 23:51,2
113,1,5/24/2010 18:23,2
113,8,5/25/2010 21:48,2
113,6,5/25/2010 22:11,2
116,1,4/8/2011 21:02,3
116,8,4/8/2011 21:02,3
116,6,4/8/2011 21:07,3
117,1,7/19/2012 18:59,9
117,8,7/20/2012 16:49,9
117,6,7/20/2012 22:44,9
118,1,3/7/2011 20:02,6
118,8,3/7/2011 20:02,6
118,6,3/7/2011 22:14,6
119,1,12/5/2011 23:22,7
119,8,12/5/2011 23:58,7
119,6,12/13/2011 18:22,7
120,1,4/24/2012 22:07,4
120,8,5/8/2012 18:53,4
120,9,5/8/2012 20:31,4
120,6,5/8/2012 22:04,4
121,1,2/9/2011 22:28,3
121,8,2/9/2011 23:21,3
121,6,2/9/2011 23:21,3
122,1,2/15/2011 0:23,6
122,8,2/15/2011 20:17,6
122,6,2/15/2011 20:52,6
123,1,5/6/2011 15:33,5
123,8,5/6/2011 15:33,5
123,9,5/6/2011 20:55,5
123,8,5/12/2011 21:45,5
123,6,5/12/2011 21:45,5
124,1,6/7/2012 23:31,8
124,8,6/8/2012 14:47,8
124,6,6/8/2012 14:47,8
125,1,8/19/2010 17:48,1
125,8,8/19/2010 17:49,1
125,9,8/19/2010 18:07,1
125,8,9/13/2010 16:15,1
125,6,9/13/2010 16:49,1
126,1,7/25/2012 23:34,3
126,1,8/27/2012 21:28,3
126,6,8/27/2012 22:18,3
127,1,3/12/2010 18:28,1
127,8,3/12/2010 18:29,1
127,6,3/12/2010 18:37,1
128,1,11/28/2011 17:10,6
128,6,11/28/2011 18:46,6
128,6,11/28/2011 18:46,6
130,3,4/8/2010 16:58,3
130,1,4/8/2010 17:01,3
130,8,4/8/2010 17:01,3
130,6,4/8/2010 17:01,3
132,1,6/21/2012 20:50,7
132,8,6/21/2012 21:30,7
132,9,6/21/2012 22:32,7
132,6,6/25/2012 20:03,7
133,1,1/26/2011 20:24,6
133,1,1/26/2011 20:59,6
133,8,1/26/2011 21:00,6
133,6,1/28/2011 23:29,6
134,1,4/19/2011 22:42,6
134,8,4/19/2011 22:45,6
134,6,4/19/2011 22:45,6
135,1,2/8/2011 20:57,7
135,8,2/8/2011 20:58,7
135,9,2/10/2011 17:27,7
135,8,2/14/2011 21:01,7
135,6,2/14/2011 21:02,7
135,8,3/3/2011 18:46,7
135,6,3/3/2011 23:05,7
136,1,6/6/2012 22:48,1
136,8,6/7/2012 20:19,1
136,6,6/8/2012 15:13,1
137,1,8/5/2011 21:00,7
137,8,8/11/2011 18:30,7
137,9,8/12/2011 21:42,7
137,6,8/19/2011 20:25,7
138,1,3/2/2012 18:13,4
138,8,3/2/2012 18:13,4
138,6,3/2/2012 18:34,4
139,1,4/19/2010 15:44,6
139,8,4/19/2010 17:15,6
139,6,4/19/2010 17:26,6
141,1,1/12/2011 19:39,5
141,8,1/12/2011 19:39,5
141,9,1/12/2011 19:50,5
141,8,1/12/2011 20:07,5
141,9,1/12/2011 20:34,5
141,8,1/26/2011 18:25,5
141,6,1/26/2011 18:26,5
142,1,3/7/2012 20:00,7
142,8,3/8/2012 22:53,7
142,6,3/9/2012 23:48,7
146,1,10/5/2010 22:55,6
146,8,10/5/2010 23:09,6
146,6,10/5/2010 23:09,6
148,1,1/9/2012 20:19,8
148,8,1/10/2012 1:14,8
148,6,1/10/2012 1:14,8
148,6,1/10/2012 1:14,8
149,1,2/9/2011 23:35,5
149,8,2/10/2011 0:16,5
149,6,2/10/2011 0:24,5
150,3,5/18/2011 16:39,8
150,1,5/18/2011 16:39,8
150,8,5/18/2011 16:41,8
150,9,5/23/2011 23:20,8
150,8,5/26/2011 15:55,8
150,6,5/26/2011 15:56,8
151,1,2/10/2010 19:25,4
151,8,2/10/2010 19:33,4
151,6,2/10/2010 19:33,4
152,1,5/18/2012 20:08,5
152,8,5/24/2012 18:00,5
152,6,5/25/2012 16:12,5
153,1,7/2/2012 15:35,9
153,8,7/2/2012 19:00,9
153,6,7/2/2012 19:01,9
155,1,12/15/2010 1:19,3
155,8,12/17/2010 19:45,3
155,9,12/24/2010 0:26,3
155,8,1/18/2011 20:15,3
155,6,1/18/2011 20:15,3
157,1,5/24/2011 15:13,3
157,8,5/31/2011 23:42,3
157,6,6/6/2011 18:19,3
158,1,9/20/2010 23:57,8
158,8,9/21/2010 15:45,8
158,6,9/21/2010 15:53,8
159,1,9/21/2011 15:12,7
159,8,9/21/2011 15:46,7
159,6,9/27/2011 21:20,7
160,1,2/25/2011 19:55,4
160,8,2/25/2011 22:26,4
160,6,2/25/2011 22:28,4
161,1,8/10/2010 15:16,5
161,8,8/12/2010 18:33,5
161,6,8/13/2010 15:24,5
162,1,10/4/2011 23:47,7
162,1,10/7/2011 21:29,7
162,6,10/7/2011 21:30,7
163,1,10/15/2010 16:27,8
163,8,10/27/2010 19:46,8
163,6,10/27/2010 19:46,8
164,1,9/28/2010 20:44,7
164,8,9/28/2010 20:46,7
164,6,9/28/2010 22:03,7
165,1,1/14/2012 1:36,3
165,6,1/14/2012 1:36,3
166,1,2/11/2010 17:48,1
166,8,2/24/2010 1:56,1
166,6,2/24/2010 1:56,1
167,1,11/23/2011 23:43,9
167,8,11/25/2011 19:12,9
167,9,11/25/2011 23:01,9
167,6,11/28/2011 18:25,9
167,6,11/28/2011 18:25,9
168,1,1/9/2012 19:01,1
168,8,1/9/2012 20:20,1
168,6,1/9/2012 20:21,1
170,1,5/2/2012 23:54,7
170,8,5/3/2012 15:51,7
170,9,5/3/2012 16:01,7
170,8,5/17/2012 15:46,7
170,9,5/17/2012 15:47,7
170,6,5/18/2012 15:18,7
171,1,8/29/2011 22:12,8
171,1,8/30/2011 17:49,8
171,8,8/30/2011 18:06,8
171,6,8/31/2011 15:34,8
172,1,9/17/2010 0:02,1
172,8,9/21/2010 22:03,1
172,6,9/27/2010 18:08,1
173,1,11/15/2010 18:15,6
173,1,11/15/2010 18:15,6
173,8,11/16/2010 21:58,6
173,6,11/16/2010 22:01,6
174,1,10/24/2011 18:22,3
174,8,11/4/2011 0:48,3
174,9,11/5/2011 1:24,3
174,6,11/9/2011 23:20,3
175,1,10/5/2010 15:46,6
175,8,10/5/2010 15:59,6
175,6,10/5/2010 16:00,6
176,1,7/17/2012 18:44,6
176,8,7/17/2012 18:44,6
176,6,7/18/2012 21:11,6
177,1,1/18/2012 17:12,7
177,8,1/18/2012 17:21,7
177,6,1/18/2012 18:42,7
178,1,2/22/2012 23:49,7
178,8,2/22/2012 23:49,7
178,6,2/29/2012 18:36,7
179,1,4/11/2012 21:30,4
179,8,4/12/2012 17:29,4
179,6,4/12/2012 20:57,4
180,1,10/6/2011 18:23,5
180,8,10/6/2011 22:07,5
180,6,10/6/2011 22:31,5
181,1,9/29/2011 17:51,6
181,6,9/30/2011 21:14,6
182,1,5/20/2010 16:31,5
182,8,5/24/2010 18:55,5
182,6,5/24/2010 18:59,5
183,3,5/19/2010 23:08,2
183,1,5/20/2010 15:53,2
183,8,5/24/2010 15:15,2
183,6,5/24/2010 15:18,2
185,1,11/2/2010 22:49,1
185,8,11/3/2010 23:06,1
185,9,11/3/2010 23:06,1
185,8,11/18/2010 18:52,1
185,6,11/18/2010 18:52,1
186,1,7/13/2012 16:20,3
186,8,7/13/2012 21:25,3
186,9,7/13/2012 21:48,3
186,6,7/18/2012 15:05,3
187,1,10/25/2010 21:14,1
187,8,10/27/2010 21:27,1
187,6,10/27/2010 21:29,1
188,1,1/9/2012 22:58,4
188,8,1/9/2012 22:59,4
188,6,1/10/2012 18:03,4
189,1,2/2/2010 22:49,5
189,1,2/2/2010 23:04,5
189,8,2/3/2010 23:27,5
189,6,2/3/2010 23:27,5
190,1,2/22/2011 0:36,7
190,8,2/22/2011 1:44,7
190,6,3/3/2011 23:26,7
194,1,2/8/2012 20:28,9
194,8,2/10/2012 19:28,9
194,6,3/5/2012 20:31,9
195,1,9/21/2010 18:53,3
195,8,9/23/2010 17:25,3
195,9,9/27/2010 18:09,3
195,8,9/29/2010 15:06,3
195,9,9/29/2010 16:04,3
195,8,9/29/2010 20:29,3
195,6,9/29/2010 20:29,3
196,1,11/16/2011 19:45,9
196,8,11/17/2011 22:31,9
196,6,11/17/2011 22:32,9
197,1,6/1/2012 16:18,6
197,8,6/4/2012 15:56,6
197,6,6/4/2012 17:46,6
197,6,6/4/2012 17:46,6
198,1,4/28/2011 21:46,1
198,8,4/28/2011 21:46,1
198,6,5/9/2011 23:43,1
199,8,12/14/2011 0:45,3
199,6,12/14/2011 19:27,3
200,1,4/12/2012 22:59,3
200,8,4/13/2012 23:07,3
200,6,4/16/2012 21:40,3
201,1,8/22/2011 15:06,1
201,8,8/22/2011 17:14,1
201,6,8/22/2011 17:31,1
203,1,6/11/2010 18:18,3
203,8,6/11/2010 20:22,3
203,6,6/16/2010 16:04,3
204,1,11/1/2011 0:30,3
204,8,11/1/2011 0:30,3
204,6,11/2/2011 22:41,3
205,1,12/7/2010 20:10,1
205,8,12/9/2010 20:19,1
205,9,12/20/2010 23:24,1
205,8,12/21/2010 22:36,1
205,6,12/21/2010 23:31,1
206,1,3/4/2011 19:26,5
206,8,3/4/2011 19:29,5
206,9,3/4/2011 20:32,5
206,8,3/11/2011 20:48,5
206,6,3/11/2011 20:48,5
207,1,6/21/2011 21:40,3
207,8,6/23/2011 21:54,3
207,6,7/11/2011 15:42,3
208,1,10/12/2010 18:50,4
208,8,10/12/2010 20:58,4
208,6,10/12/2010 23:05,4
209,1,1/11/2012 19:39,1
209,8,1/11/2012 19:40,1
209,6,1/11/2012 19:41,1
211,1,8/2/2012 18:02,6
211,6,8/3/2012 20:56,6
212,1,5/14/2012 20:39,8
212,8,5/14/2012 20:39,8
212,6,5/14/2012 21:28,8
213,1,7/19/2011 18:43,9
213,6,7/27/2011 16:19,9
214,1,1/26/2011 17:16,4
214,1,1/26/2011 17:57,4
214,8,1/26/2011 17:57,4
214,6,1/27/2011 17:24,4
215,1,4/15/2010 15:13,1
215,8,4/27/2010 22:30,1
215,6,4/27/2010 22:30,1
216,1,3/24/2010 20:14,5
216,1,3/24/2010 20:14,5
216,8,3/24/2010 20:14,5
216,6,3/24/2010 20:14,5
217,1,3/4/2011 18:34,9
217,8,3/4/2011 18:35,9
217,6,3/9/2011 0:20,9
218,1,3/26/2011 1:16,3
218,8,3/26/2011 1:17,3
218,6,3/26/2011 1:31,3
218,8,3/28/2011 17:02,3
218,9,3/31/2011 23:35,3
218,8,4/8/2011 20:49,3
218,6,4/8/2011 21:01,3
219,8,11/11/2011 19:10,2
219,9,11/11/2011 19:52,2
219,8,11/15/2011 17:46,2
219,6,11/15/2011 17:47,2
219,6,11/15/2011 17:47,2
220,1,7/25/2011 19:03,3
220,8,7/28/2011 21:41,3
220,9,8/4/2011 17:47,3
220,6,8/4/2011 21:25,3
221,1,11/23/2011 19:46,5
221,8,11/26/2011 0:11,5
221,6,11/28/2011 20:46,5
222,1,2/1/2012 20:34,1
222,6,2/1/2012 20:35,1
223,1,3/15/2012 22:28,7
223,8,3/16/2012 20:30,7
223,6,3/17/2012 0:29,7
223,6,3/17/2012 0:29,7
224,1,5/28/2012 22:20,1
224,8,5/28/2012 22:21,1
224,9,5/28/2012 22:41,1
224,6,5/29/2012 16:06,1
225,1,7/21/2011 21:48,6
225,6,7/22/2011 21:05,6
226,1,4/12/2011 0:01,4
226,8,4/12/2011 0:01,4
226,6,4/13/2011 18:20,4
227,1,5/17/2011 17:14,4
227,8,5/17/2011 17:14,4
227,6,5/20/2011 20:41,4
228,1,9/22/2010 23:39,7
228,8,9/23/2010 16:37,7
228,6,9/23/2010 16:38,7
229,1,11/23/2011 18:44,7
229,6,11/23/2011 20:21,7
231,1,10/19/2010 22:08,4
231,1,10/21/2010 0:03,4
231,8,10/21/2010 0:04,4
231,6,10/21/2010 16:26,4
234,1,6/23/2010 23:57,7
234,1,6/28/2010 20:12,7
234,8,7/7/2010 18:10,7
234,6,7/7/2010 18:10,7
236,1,1/19/2011 19:08,4
236,8,2/5/2011 1:33,4
236,6,2/7/2011 19:48,4
238,1,7/23/2010 22:27,8
238,8,7/27/2010 15:36,8
238,6,7/27/2010 15:37,8
239,1,7/14/2011 21:26,7
239,8,7/14/2011 23:50,7
239,6,8/3/2011 16:14,7
240,1,7/27/2011 23:30,5
240,8,8/2/2011 23:54,5
240,6,8/10/2011 20:43,5
241,1,5/17/2012 23:53,6
241,8,5/18/2012 14:58,6
241,6,5/21/2012 16:27,6
242,1,8/2/2012 17:26,3
242,8,8/22/2012 22:24,3
242,6,8/22/2012 22:28,3
243,1,6/20/2012 22:41,9
243,8,6/20/2012 22:44,9
243,6,6/20/2012 22:44,9
244,1,11/25/2010 2:02,8
244,8,11/25/2010 2:21,8
244,6,11/25/2010 2:22,8
245,1,4/28/2010 23:21,6
245,8,4/29/2010 18:15,6
245,6,5/3/2010 20:56,6
246,1,10/27/2010 23:21,1
246,1,11/2/2010 23:57,1
246,8,11/2/2010 23:57,1
246,6,11/2/2010 23:57,1
247,3,8/10/2012 14:59,8
247,8,8/10/2012 15:02,8
247,6,8/10/2012 15:18,8
248,1,11/8/2011 22:32,1
248,6,11/9/2011 17:39,1
248,6,11/9/2011 17:39,1
249,1,4/20/2011 15:34,9
249,8,4/20/2011 15:35,9
249,6,4/27/2011 17:53,9
250,1,2/23/2011 2:06,8
250,8,2/23/2011 2:07,8
250,6,2/28/2011 19:43,8
251,1,6/26/2012 22:50,3
251,8,7/3/2012 15:44,3
251,6,7/6/2012 16:50,3
252,1,1/19/2011 23:55,8
252,8,1/19/2011 23:55,8
252,6,1/21/2011 0:21,8
252,8,1/24/2011 22:38,8
252,6,2/28/2011 18:40,8
254,1,11/23/2010 18:55,6
254,8,11/30/2010 23:09,6
254,6,11/30/2010 23:10,6
255,1,3/6/2012 17:24,7
255,8,3/6/2012 22:39,7
255,6,3/6/2012 23:07,7
256,1,1/12/2011 1:41,4
256,8,1/27/2011 19:59,4
256,6,1/27/2011 20:00,4
257,1,1/28/2011 20:42,1
257,8,2/9/2011 22:50,1
257,6,2/9/2011 22:50,1
258,1,12/2/2010 18:21,4
258,8,12/2/2010 19:16,4
258,9,12/2/2010 19:16,4
258,8,12/7/2010 1:45,4
258,6,12/7/2010 1:45,4
259,1,3/23/2010 17:10,9
259,1,3/24/2010 17:39,9
259,8,3/24/2010 17:39,9
259,6,5/6/2010 15:36,9
260,1,10/18/2010 21:15,5
260,1,10/18/2010 21:29,5
260,8,10/19/2010 18:17,5
260,6,11/15/2010 22:47,5
261,1,7/30/2012 18:55,5
261,8,7/30/2012 18:55,5
261,6,7/30/2012 21:14,5
263,1,12/29/2011 1:51,2
263,8,12/29/2011 19:16,2
263,6,12/30/2011 17:01,2
264,1,3/9/2011 22:27,5
264,8,3/11/2011 17:05,5
264,6,3/11/2011 17:22,5
266,1,6/18/2012 18:49,8
266,6,6/20/2012 15:11,8
266,6,6/20/2012 15:11,8
267,1,5/5/2011 17:41,3
267,8,5/5/2011 17:42,3
267,6,5/5/2011 21:14,3
268,3,7/23/2010 16:22,9
268,1,7/23/2010 16:23,9
268,8,7/23/2010 16:29,9
268,6,7/23/2010 17:53,9
269,8,12/12/2011 17:40,3
269,6,1/3/2012 18:15,3
270,1,4/1/2011 16:48,1
270,8,4/1/2011 16:49,1
270,9,4/1/2011 17:42,1
270,9,4/1/2011 18:40,1
270,8,4/4/2011 18:05,1
270,6,4/6/2011 18:48,1
271,3,3/8/2010 20:43,4
271,1,3/8/2010 20:44,4
271,1,3/8/2010 20:45,4
271,8,3/8/2010 20:52,4
271,6,3/9/2010 2:00,4
272,1,1/25/2012 16:58,1
272,8,1/25/2012 17:39,1
272,9,2/1/2012 20:28,1
272,6,2/29/2012 2:21,1
273,1,3/26/2010 0:16,8
273,8,3/26/2010 0:32,8
273,6,3/26/2010 2:10,8
274,1,4/20/2012 18:47,1
274,8,4/26/2012 16:37,1
274,6,4/26/2012 20:19,1
275,1,6/8/2010 20:44,1
275,8,6/28/2010 22:02,1
275,6,6/28/2010 22:07,1
276,3,3/30/2010 23:58,2
276,1,3/30/2010 23:58,2
276,8,3/30/2010 23:59,2
276,6,3/31/2010 0:13,2
277,1,3/13/2012 18:47,1
277,8,3/13/2012 18:48,1
277,6,3/14/2012 23:35,1
278,1,5/24/2010 20:55,1
278,9,5/25/2010 23:38,1
278,8,6/16/2010 16:46,1
278,9,6/16/2010 16:47,1
278,8,6/21/2010 23:04,1
278,6,6/22/2010 20:27,1
279,1,10/7/2011 17:50,9
279,6,10/7/2011 17:50,9
280,1,11/25/2010 23:02,3
280,8,11/25/2010 23:03,3
280,9,11/26/2010 0:56,3
280,8,11/30/2010 1:25,3
280,6,11/30/2010 1:25,3
280,8,11/30/2010 19:58,3
280,6,12/1/2010 23:33,3
281,1,6/30/2011 21:42,5
281,1,6/30/2011 21:42,5
281,8,7/4/2011 20:19,5
281,6,7/4/2011 20:57,5
283,1,6/12/2012 17:18,5
283,8,6/18/2012 18:01,5
283,6,7/2/2012 17:44,5
284,1,11/8/2011 17:24,9
284,8,11/8/2011 17:24,9
284,6,11/8/2011 17:34,9
285,1,5/2/2012 18:41,1
285,8,5/3/2012 16:00,1
285,6,5/3/2012 22:34,1
287,1,2/8/2011 16:48,2
287,8,2/8/2011 16:49,2
287,6,2/8/2011 19:49,2
288,1,11/17/2011 18:35,1
288,8,11/17/2011 18:36,1
288,6,11/17/2011 23:00,1
289,1,9/7/2010 22:11,6
289,8,9/7/2010 22:44,6
289,6,9/7/2010 23:39,6
290,1,2/14/2012 20:05,4
290,9,2/15/2012 18:20,4
290,6,3/1/2012 0:31,4
290,6,3/1/2012 0:31,4
291,1,10/13/2010 18:21,4
291,1,10/13/2010 18:21,4
291,8,10/13/2010 18:22,4
291,6,10/20/2010 23:23,4
